entry_time,exit_time,direction,entry_price,exit_price,sl,tp,pnl_usd,result,rsi_at_entry,atr_at_entry,sl_dist,cum_pnl,cum_max,drawdown,month
2025-04-21 12:15:00+00:00,2025-04-21 15:15:00+00:00,long,2727.81,2720.91,2720.91,2741.63,-6.91,LOSS,57.6,4.6,6.91,4.2599999999999945,49.85999999999999,45.599999999999994,2025-04
2025-04-22 10:30:00+00:00,2025-04-22 11:45:00+00:00,long,2728.45,2721.46,2721.46,2742.43,-6.99,LOSS,33.4,4.66,6.99,-2.7300000000000058,49.85999999999999,52.589999999999996,2025-04
2025-04-22 14:15:00+00:00,2025-04-22 15:30:00+00:00,long,2727.69,2720.65,2720.65,2741.78,-7.04,LOSS,49.3,4.7,7.04,-9.770000000000007,49.85999999999999,59.629999999999995,2025-04
2025-04-23 12:30:00+00:00,2025-04-23 14:15:00+00:00,long,2736.26,2730.63,2730.63,2747.51,-5.63,LOSS,43.8,3.75,5.63,-15.400000000000006,49.85999999999999,65.25999999999999,2025-04
2025-04-23 16:45:00+00:00,2025-04-24 07:45:00+00:00,long,2735.66,2729.22,2729.22,2748.54,-6.44,LOSS,34.0,4.29,6.44,-21.840000000000007,49.85999999999999,71.7,2025-04
2025-04-24 16:00:00+00:00,2025-04-25 10:15:00+00:00,long,2735.24,2747.2,2729.27,2747.2,11.96,WIN,77.5,3.99,5.98,-9.880000000000006,49.85999999999999,59.739999999999995,2025-04
2025-04-28 12:00:00+00:00,2025-04-29 05:45:00+00:00,long,2746.72,2761.03,2739.57,2761.03,14.31,WIN,74.4,4.77,7.15,4.429999999999994,49.85999999999999,45.43,2025-04
2025-04-29 16:45:00+00:00,2025-04-29 23:45:00+00:00,long,2754.22,2747.68,2747.68,2767.29,-6.54,LOSS,45.1,4.36,6.54,-2.1100000000000056,49.85999999999999,51.97,2025-04
2025-04-30 09:30:00+00:00,2025-04-30 18:30:00+00:00,long,2753.68,2747.35,2747.35,2766.34,-6.33,LOSS,35.7,4.22,6.33,-8.440000000000005,49.85999999999999,58.3,2025-04
2025-05-01 08:15:00+00:00,2025-05-01 10:00:00+00:00,long,2764.46,2757.44,2757.44,2778.51,-7.02,LOSS,63.6,4.68,7.02,-15.460000000000004,49.85999999999999,65.32,2025-05
2025-05-02 08:00:00+00:00,2025-05-02 15:30:00+00:00,long,2759.46,2774.33,2752.02,2774.33,14.87,WIN,72.6,4.96,7.44,-0.5900000000000052,49.85999999999999,50.449999999999996,2025-05
2025-05-05 11:30:00+00:00,2025-05-05 20:45:00+00:00,long,2761.71,2774.52,2755.3,2774.52,12.82,WIN,59.5,4.27,6.41,12.229999999999995,49.85999999999999,37.629999999999995,2025-05
2025-05-07 07:00:00+00:00,2025-05-08 05:45:00+00:00,long,2780.19,2792.59,2773.99,2792.59,12.4,WIN,64.1,4.13,6.2,24.629999999999995,49.85999999999999,25.229999999999997,2025-05
2025-05-08 15:45:00+00:00,2025-05-09 03:30:00+00:00,long,2789.1,2802.76,2782.27,2802.76,13.66,WIN,68.2,4.55,6.83,38.28999999999999,49.85999999999999,11.57,2025-05
2025-05-12 10:30:00+00:00,2025-05-12 12:15:00+00:00,long,2797.6,2792.3,2792.3,2808.2,-5.3,LOSS,78.9,3.53,5.3,32.989999999999995,49.85999999999999,16.869999999999997,2025-05
2025-05-13 11:00:00+00:00,2025-05-14 10:15:00+00:00,long,2803.27,2818.4,2795.71,2818.4,15.13,WIN,58.1,5.04,7.57,48.12,49.85999999999999,1.7399999999999949,2025-05
2025-05-15 15:30:00+00:00,2025-05-15 16:15:00+00:00,long,2815.66,2809.49,2809.49,2828.0,-6.17,LOSS,43.8,4.11,6.17,41.949999999999996,49.85999999999999,7.909999999999997,2025-05
2025-05-29 10:30:00+00:00,2025-05-29 13:15:00+00:00,long,2787.14,2779.58,2779.58,2802.26,-7.56,LOSS,51.9,5.04,7.56,34.38999999999999,49.85999999999999,15.469999999999999,2025-05
2025-06-05 12:15:00+00:00,2025-06-05 13:00:00+00:00,long,2769.87,2764.12,2764.12,2781.38,-5.75,LOSS,49.1,3.84,5.75,28.639999999999993,49.85999999999999,21.22,2025-06
2025-06-11 09:30:00+00:00,2025-06-11 10:30:00+00:00,long,2756.85,2750.26,2750.26,2770.01,-6.58,LOSS,42.6,4.39,6.58,22.059999999999995,49.85999999999999,27.799999999999997,2025-06
2025-07-14 08:30:00+00:00,2025-07-14 12:45:00+00:00,long,2650.7,2644.59,2644.59,2662.91,-6.11,LOSS,27.0,4.07,6.11,15.949999999999996,49.85999999999999,33.91,2025-07
2025-07-15 16:30:00+00:00,2025-07-16 00:45:00+00:00,long,2651.82,2644.69,2644.69,2666.08,-7.13,LOSS,43.1,4.75,7.13,8.819999999999997,49.85999999999999,41.03999999999999,2025-07
2025-07-24 11:15:00+00:00,2025-07-24 16:15:00+00:00,long,2663.77,2674.24,2658.54,2674.24,10.47,WIN,69.4,3.49,5.23,19.29,49.85999999999999,30.569999999999993,2025-07
2025-08-15 07:45:00+00:00,2025-08-18 00:00:00+00:00,long,2718.22,2733.24,2710.71,2733.24,15.02,WIN,34.9,5.01,7.51,34.31,49.85999999999999,15.54999999999999,2025-08
2025-08-18 10:00:00+00:00,2025-08-18 12:30:00+00:00,long,2728.79,2723.29,2723.29,2739.77,-5.49,LOSS,49.3,3.66,5.49,28.82,49.85999999999999,21.039999999999992,2025-08
2025-08-21 17:00:00+00:00,2025-08-22 00:00:00+00:00,long,2735.1,2728.61,2728.61,2748.08,-6.49,LOSS,19.6,4.33,6.49,22.33,49.85999999999999,27.529999999999994,2025-08
2025-08-25 12:45:00+00:00,2025-08-26 00:15:00+00:00,long,2735.44,2746.63,2729.85,2746.63,11.19,WIN,43.8,3.73,5.59,33.519999999999996,49.85999999999999,16.339999999999996,2025-08
2025-08-26 11:00:00+00:00,2025-08-26 21:15:00+00:00,long,2733.72,2728.25,2728.25,2744.65,-5.47,LOSS,25.4,3.65,5.47,28.049999999999997,49.85999999999999,21.809999999999995,2025-08
2025-09-02 11:00:00+00:00,2025-09-02 13:30:00+00:00,long,2750.15,2743.31,2743.31,2763.83,-6.84,LOSS,39.6,4.56,6.84,21.209999999999997,49.85999999999999,28.649999999999995,2025-09
2025-09-02 14:45:00+00:00,2025-09-02 19:45:00+00:00,long,2749.35,2742.61,2742.61,2762.81,-6.73,LOSS,43.2,4.49,6.73,14.479999999999997,49.85999999999999,35.379999999999995,2025-09
2025-09-03 16:00:00+00:00,2025-09-05 19:45:00+00:00,long,2755.15,2768.82,2748.32,2768.82,13.67,WIN,54.0,4.56,6.84,28.15,49.85999999999999,21.709999999999994,2025-09
2025-09-08 10:45:00+00:00,2025-09-09 14:45:00+00:00,long,2767.26,2761.42,2761.42,2778.94,-5.84,LOSS,28.6,3.89,5.84,22.31,49.85999999999999,27.549999999999994,2025-09
2025-09-09 17:00:00+00:00,2025-09-10 07:15:00+00:00,long,2769.85,2762.56,2762.56,2784.43,-7.29,LOSS,56.5,4.86,7.29,15.02,49.85999999999999,34.83999999999999,2025-09
2025-09-12 16:30:00+00:00,2025-09-12 21:00:00+00:00,long,2792.02,2803.93,2786.06,2803.93,11.92,WIN,77.7,3.97,5.96,26.939999999999998,49.85999999999999,22.919999999999995,2025-09
2025-09-15 14:15:00+00:00,2025-09-15 16:15:00+00:00,long,2797.57,2810.92,2790.9,2810.92,13.35,WIN,81.6,4.45,6.67,40.29,49.85999999999999,9.569999999999993,2025-09
2025-09-17 12:45:00+00:00,2025-09-17 13:45:00+00:00,long,2808.93,2803.91,2803.91,2818.96,-5.02,LOSS,63.6,3.34,5.02,35.269999999999996,49.85999999999999,14.589999999999996,2025-09
2025-09-18 12:15:00+00:00,2025-09-19 03:45:00+00:00,long,2816.48,2809.44,2809.44,2830.56,-7.04,LOSS,25.8,4.69,7.04,28.229999999999997,49.85999999999999,21.629999999999995,2025-09
2025-09-19 09:30:00+00:00,2025-09-19 12:00:00+00:00,long,2816.24,2809.98,2809.98,2828.76,-6.26,LOSS,44.0,4.17,6.26,21.97,49.85999999999999,27.889999999999993,2025-09
2025-09-22 16:00:00+00:00,2025-09-23 08:15:00+00:00,long,2825.99,2820.31,2820.31,2837.37,-5.69,LOSS,31.9,3.79,5.69,16.279999999999998,49.85999999999999,33.58,2025-09
2025-09-23 13:15:00+00:00,2025-09-24 09:45:00+00:00,long,2825.97,2819.93,2819.93,2838.05,-6.04,LOSS,8.0,4.03,6.04,10.239999999999998,49.85999999999999,39.61999999999999,2025-09
2025-09-24 13:45:00+00:00,2025-09-24 15:30:00+00:00,long,2825.69,2818.68,2818.68,2839.7,-7.01,LOSS,26.4,4.67,7.01,3.2299999999999986,49.85999999999999,46.629999999999995,2025-09
2025-09-25 16:30:00+00:00,2025-09-25 22:00:00+00:00,long,2827.67,2839.95,2821.52,2839.95,12.28,WIN,60.8,4.09,6.14,15.509999999999998,49.85999999999999,34.349999999999994,2025-09
2025-09-26 07:15:00+00:00,2025-09-26 08:00:00+00:00,long,2835.22,2829.39,2829.39,2846.89,-5.83,LOSS,32.8,3.89,5.83,9.679999999999998,49.85999999999999,40.17999999999999,2025-09
2025-09-26 10:15:00+00:00,2025-09-30 18:00:00+00:00,long,2834.55,2848.41,2827.62,2848.41,13.86,WIN,66.4,4.62,6.93,23.54,49.85999999999999,26.319999999999993,2025-09
2025-10-06 11:15:00+00:00,2025-10-06 15:30:00+00:00,long,2867.18,2879.7,2860.91,2879.7,12.52,WIN,84.3,4.17,6.26,36.06,49.85999999999999,13.79999999999999,2025-10
2025-10-08 09:00:00+00:00,2025-10-08 15:30:00+00:00,long,2878.95,2892.6,2872.12,2892.6,13.66,WIN,81.7,4.55,6.83,49.72,49.85999999999999,0.13999999999999346,2025-10
2025-10-09 11:00:00+00:00,2025-10-09 17:45:00+00:00,long,2893.33,2905.85,2887.08,2905.85,12.51,WIN,90.1,4.17,6.26,62.23,62.23,0.0,2025-10
2025-10-10 07:15:00+00:00,2025-10-13 01:00:00+00:00,long,2904.34,2918.3,2897.36,2918.3,13.96,WIN,87.6,4.65,6.98,76.19,76.19,0.0,2025-10
2025-10-13 10:45:00+00:00,2025-10-13 16:15:00+00:00,long,2919.54,2912.72,2912.72,2933.18,-6.82,LOSS,36.8,4.55,6.82,69.37,76.19,6.819999999999993,2025-10
2025-10-14 10:30:00+00:00,2025-10-15 11:00:00+00:00,long,2924.63,2940.51,2916.69,2940.51,15.88,WIN,63.1,5.29,7.94,85.25,85.25,0.0,2025-10
2025-10-15 14:00:00+00:00,2025-10-15 14:30:00+00:00,long,2936.47,2930.35,2930.35,2948.71,-6.12,LOSS,42.4,4.08,6.12,79.13,85.25,6.1200000000000045,2025-10
2025-10-16 13:45:00+00:00,2025-10-16 15:45:00+00:00,long,2939.79,2932.94,2932.94,2953.5,-6.85,LOSS,53.3,4.57,6.85,72.28,85.25,12.969999999999999,2025-10
2025-10-20 09:30:00+00:00,2025-10-20 13:00:00+00:00,long,2957.71,2951.57,2951.57,2969.98,-6.14,LOSS,54.8,4.09,6.14,66.14,85.25,19.11,2025-10
2025-10-23 08:45:00+00:00,2025-10-23 22:30:00+00:00,long,2981.11,2973.54,2973.54,2996.26,-7.58,LOSS,54.5,5.05,7.58,58.56,85.25,26.689999999999998,2025-10
2025-10-24 08:45:00+00:00,2025-10-24 09:15:00+00:00,long,2980.2,2974.08,2974.08,2992.43,-6.11,LOSS,54.7,4.08,6.11,52.45,85.25,32.8,2025-10
2025-10-24 11:00:00+00:00,2025-10-24 22:15:00+00:00,long,2980.59,2996.41,2972.68,2996.41,15.82,WIN,50.6,5.27,7.91,68.27000000000001,85.25,16.97999999999999,2025-10
2025-10-27 10:45:00+00:00,2025-10-28 00:30:00+00:00,long,2991.61,3004.82,2985.01,3004.82,13.21,WIN,64.9,4.4,6.6,81.48000000000002,85.25,3.769999999999982,2025-10
2025-10-29 12:00:00+00:00,2025-10-29 14:30:00+00:00,long,3013.19,3006.51,3006.51,3026.55,-6.68,LOSS,58.6,4.46,6.68,74.80000000000001,85.25,10.449999999999989,2025-10
2025-10-29 15:15:00+00:00,2025-10-30 05:15:00+00:00,long,3011.77,3003.35,3003.35,3028.61,-8.42,LOSS,55.3,5.61,8.42,66.38000000000001,85.25,18.86999999999999,2025-10
2025-10-30 07:30:00+00:00,2025-10-30 09:45:00+00:00,long,3011.9,3004.31,3004.31,3027.06,-7.58,LOSS,36.8,5.06,7.58,58.80000000000001,85.25,26.44999999999999,2025-10
2025-10-30 13:45:00+00:00,2025-10-30 22:45:00+00:00,long,3009.13,3002.92,3002.92,3021.55,-6.21,LOSS,25.4,4.14,6.21,52.59000000000001,85.25,32.65999999999999,2025-10
2025-11-20 16:30:00+00:00,2025-11-20 17:15:00+00:00,long,2943.09,2937.05,2937.05,2955.17,-6.04,LOSS,52.0,4.03,6.04,46.55000000000001,85.25,38.69999999999999,2025-11
2025-12-03 10:45:00+00:00,2025-12-03 11:45:00+00:00,long,2927.01,2919.45,2919.45,2942.14,-7.56,LOSS,42.5,5.04,7.56,38.99000000000001,85.25,46.25999999999999,2025-12
2025-12-23 15:45:00+00:00,2025-12-23 19:30:00+00:00,long,2885.42,2878.71,2878.71,2898.84,-6.71,LOSS,25.5,4.47,6.71,32.28000000000001,85.25,52.96999999999999,2025-12
2025-12-25 12:15:00+00:00,2025-12-25 13:45:00+00:00,long,2886.1,2879.95,2879.95,2898.38,-6.14,LOSS,59.0,4.1,6.14,26.140000000000008,85.25,59.10999999999999,2025-12
2025-12-26 09:15:00+00:00,2025-12-26 10:45:00+00:00,long,2886.66,2880.2,2880.2,2899.58,-6.46,LOSS,43.9,4.31,6.46,19.680000000000007,85.25,65.57,2025-12
2025-12-26 13:00:00+00:00,2025-12-29 03:30:00+00:00,long,2885.29,2898.98,2878.44,2898.98,13.69,WIN,69.5,4.56,6.85,33.370000000000005,85.25,51.879999999999995,2025-12
2025-12-29 15:45:00+00:00,2025-12-29 18:15:00+00:00,long,2893.89,2887.14,2887.14,2907.38,-6.75,LOSS,81.9,4.5,6.75,26.620000000000005,85.25,58.629999999999995,2025-12
2025-12-30 10:00:00+00:00,2025-12-30 11:00:00+00:00,long,2896.6,2889.85,2889.85,2910.1,-6.75,LOSS,40.6,4.5,6.75,19.870000000000005,85.25,65.38,2025-12
2025-12-30 12:15:00+00:00,2025-12-31 05:45:00+00:00,long,2896.48,2888.88,2888.88,2911.66,-7.59,LOSS,15.3,5.06,7.59,12.280000000000005,85.25,72.97,2025-12
2025-12-31 08:45:00+00:00,2025-12-31 16:00:00+00:00,long,2898.16,2913.65,2890.41,2913.65,15.49,WIN,77.9,5.16,7.75,27.770000000000003,85.25,57.48,2025-12
2026-01-01 08:45:00+00:00,2026-01-06 21:30:00+00:00,long,2906.56,2922.68,2898.51,2922.68,16.12,WIN,74.5,5.37,8.06,43.89,85.25,41.36,2026-01
2026-01-12 13:30:00+00:00,2026-01-12 17:15:00+00:00,long,2934.89,2947.56,2928.56,2947.56,12.67,WIN,90.5,4.22,6.33,56.56,85.25,28.689999999999998,2026-01
2026-01-13 14:30:00+00:00,2026-01-13 18:00:00+00:00,long,2953.01,2946.14,2946.14,2966.76,-6.87,LOSS,55.3,4.58,6.87,49.690000000000005,85.25,35.559999999999995,2026-01
2026-01-14 10:00:00+00:00,2026-01-15 20:45:00+00:00,long,2955.51,2970.66,2947.93,2970.66,15.15,WIN,62.1,5.05,7.57,64.84,85.25,20.409999999999997,2026-01
2026-01-16 11:45:00+00:00,2026-01-16 13:15:00+00:00,long,2973.24,2966.14,2966.14,2987.42,-7.09,LOSS,69.6,4.73,7.09,57.75,85.25,27.5,2026-01
2026-01-16 15:15:00+00:00,2026-01-19 07:30:00+00:00,long,2973.37,2987.25,2966.42,2987.25,13.89,WIN,74.1,4.63,6.94,71.64,85.25,13.61,2026-01
2026-01-19 16:15:00+00:00,2026-01-19 17:45:00+00:00,long,2986.61,2979.55,2979.55,3000.75,-7.07,LOSS,38.7,4.71,7.07,64.57,85.25,20.680000000000007,2026-01
2026-01-20 13:00:00+00:00,2026-01-20 18:30:00+00:00,long,2996.06,2988.14,2988.14,3011.89,-7.92,LOSS,28.7,5.28,7.92,56.64999999999999,85.25,28.60000000000001,2026-01
2026-01-22 13:00:00+00:00,2026-01-22 18:30:00+00:00,long,3011.8,3026.54,3004.43,3026.54,14.74,WIN,94.1,4.91,7.37,71.38999999999999,85.25,13.860000000000014,2026-01
2026-01-23 12:15:00+00:00,2026-01-23 12:45:00+00:00,long,3018.44,3011.36,3011.36,3032.61,-7.08,LOSS,60.1,4.72,7.08,64.30999999999999,85.25,20.940000000000012,2026-01
2026-01-26 15:30:00+00:00,2026-01-27 00:15:00+00:00,long,3019.47,3033.04,3012.68,3033.04,13.57,WIN,59.4,4.52,6.79,77.88,85.25,7.3700000000000045,2026-01
2026-01-27 13:30:00+00:00,2026-01-28 04:30:00+00:00,long,3031.12,3023.37,3023.37,3046.61,-7.75,LOSS,43.9,5.17,7.75,70.13,85.25,15.120000000000005,2026-01
2026-01-30 15:30:00+00:00,2026-01-30 16:15:00+00:00,long,3037.04,3030.19,3030.19,3050.74,-6.85,LOSS,67.2,4.57,6.85,63.279999999999994,85.25,21.970000000000006,2026-01
2026-02-06 09:00:00+00:00,2026-02-09 01:15:00+00:00,long,3059.37,3073.8,3052.15,3073.8,14.44,WIN,73.1,4.81,7.22,77.72,85.25,7.530000000000001,2026-02
2026-02-09 09:15:00+00:00,2026-02-09 11:00:00+00:00,long,3068.98,3062.65,3062.65,3081.63,-6.33,LOSS,46.1,4.22,6.33,71.39,85.25,13.86,2026-02
2026-02-09 14:15:00+00:00,2026-02-09 21:15:00+00:00,long,3069.52,3062.82,3062.82,3082.91,-6.7,LOSS,31.2,4.46,6.7,64.69,85.25,20.560000000000002,2026-02
2026-02-11 11:00:00+00:00,2026-02-12 00:00:00+00:00,long,3074.96,3067.68,3067.68,3089.53,-7.28,LOSS,30.5,4.86,7.28,57.41,85.25,27.840000000000003,2026-02
2026-02-12 12:00:00+00:00,2026-02-13 09:30:00+00:00,long,3078.29,3094.22,3070.32,3094.22,15.93,WIN,76.8,5.31,7.97,73.34,85.25,11.909999999999997,2026-02
2026-02-17 14:00:00+00:00,2026-02-18 05:00:00+00:00,long,3098.05,3115.75,3089.2,3115.75,17.7,WIN,71.8,5.9,8.85,91.04,91.04,0.0,2026-02
2026-02-19 13:30:00+00:00,2026-02-19 16:00:00+00:00,long,3115.11,3106.78,3106.78,3131.77,-8.33,LOSS,54.4,5.55,8.33,82.71000000000001,91.04,8.329999999999998,2026-02
2026-02-23 14:45:00+00:00,2026-02-24 04:15:00+00:00,long,3127.3,3140.66,3120.62,3140.66,13.36,WIN,47.1,4.45,6.68,96.07000000000001,96.07000000000001,0.0,2026-02
2026-02-24 10:00:00+00:00,2026-02-24 16:30:00+00:00,long,3135.32,3127.57,3127.57,3150.83,-7.75,LOSS,26.8,5.17,7.75,88.32000000000001,96.07000000000001,7.75,2026-02
2026-02-25 12:15:00+00:00,2026-02-25 22:00:00+00:00,long,3136.11,3148.01,3130.16,3148.01,11.9,WIN,61.7,3.97,5.95,100.22000000000001,100.22000000000001,0.0,2026-02
2026-02-26 07:30:00+00:00,2026-02-26 08:45:00+00:00,long,3143.3,3137.43,3137.43,3155.04,-5.87,LOSS,44.2,3.91,5.87,94.35000000000001,100.22000000000001,5.8700000000000045,2026-02
2026-02-26 09:45:00+00:00,2026-02-27 07:45:00+00:00,long,3143.0,3136.4,3136.4,3156.21,-6.6,LOSS,51.4,4.4,6.6,87.75000000000001,100.22000000000001,12.469999999999999,2026-02
2026-02-27 13:45:00+00:00,2026-03-02 00:15:00+00:00,long,3139.8,3134.03,3134.03,3151.33,-5.77,LOSS,44.4,3.84,5.77,81.98000000000002,100.22000000000001,18.239999999999995,2026-02
2026-03-09 07:00:00+00:00,2026-03-09 10:45:00+00:00,long,3160.53,3152.69,3152.69,3176.2,-7.84,LOSS,35.3,5.23,7.84,74.14000000000001,100.22000000000001,26.08,2026-03
2026-03-09 13:15:00+00:00,2026-03-09 22:00:00+00:00,long,3159.83,3151.81,3151.81,3175.87,-8.02,LOSS,31.7,5.35,8.02,66.12000000000002,100.22000000000001,34.099999999999994,2026-03
2026-03-10 11:00:00+00:00,2026-03-11 09:15:00+00:00,long,3163.15,3179.67,3154.89,3179.67,16.51,WIN,46.0,5.5,8.26,82.63000000000002,100.22000000000001,17.58999999999999,2026-03
2026-03-16 07:45:00+00:00,2026-03-16 11:15:00+00:00,long,3167.35,3160.69,3160.69,3180.67,-6.66,LOSS,41.4,4.44,6.66,75.97000000000003,100.22000000000001,24.249999999999986,2026-03
2026-03-16 17:00:00+00:00,2026-03-17 13:15:00+00:00,long,3161.95,3153.56,3153.56,3178.73,-8.39,LOSS,32.5,5.59,8.39,67.58000000000003,100.22000000000001,32.639999999999986,2026-03
2026-03-19 15:15:00+00:00,2026-03-20 02:15:00+00:00,long,3165.95,3177.29,3160.28,3177.29,11.34,WIN,61.2,3.78,5.67,78.92000000000003,100.22000000000001,21.299999999999983,2026-03
2026-03-24 10:15:00+00:00,2026-03-24 20:30:00+00:00,long,3172.4,3164.73,3164.73,3187.74,-7.67,LOSS,27.4,5.11,7.67,71.25000000000003,100.22000000000001,28.969999999999985,2026-03
